Hour_0,biomass_1,conventional_hydroelectric_2,conventional_steam_coal_3,hydroelectric_pumped_storage_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,nuclear_9,onshore_wind_turbine_10,small_hydroelectric_11,solar_photovoltaic_12,biomass_13,conventional_hydroelectric_14,conventional_steam_coal_15,hydroelectric_pumped_storage_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combustion_turbine_19,natural_gas_fired_combustion_turbine_20,natural_gas_steam_turbine_21,natural_gas_steam_turbine_22,onshore_wind_turbine_23,small_hydroelectric_24,solar_photovoltaic_25,biomass_26,conventional_hydroelectric_27,geothermal_28,natural_gas_fired_combined_cycle_29,natural_gas_fired_combustion_turbine_30,onshore_wind_turbine_31,small_hydroelectric_32,solar_photovoltaic_33,biomass_34,conventional_hydroelectric_35,conventional_steam_coal_36,natural_gas_fired_combustion_turbine_37,onshore_wind_turbine_38,small_hydroelectric_39,biomass_40,conventional_steam_coal_41,geothermal_42,natural_gas_fired_combined_cycle_43,natural_gas_fired_combined_cycle_44,natural_gas_fired_combined_cycle_45,natural_gas_fired_combustion_turbine_46,natural_gas_fired_combustion_turbine_47,natural_gas_steam_turbine_48,natural_gas_steam_turbine_49,onshore_wind_turbine_50,small_hydroelectric_51,solar_photovoltaic_52,biomass_53,conventional_hydroelectric_54,conventional_steam_coal_55,geothermal_56,natural_gas_fired_combined_cycle_57,natural_gas_fired_combined_cycle_58,natural_gas_fired_combined_cycle_59,natural_gas_fired_combustion_turbine_60,natural_gas_fired_combustion_turbine_61,natural_gas_steam_turbine_62,onshore_wind_turbine_63,small_hydroelectric_64,solar_photovoltaic_65,biomass_66,conventional_hydroelectric_67,geothermal_68,hydroelectric_pumped_storage_69,natural_gas_fired_combined_cycle_70,natural_gas_fired_combined_cycle_71,natural_gas_fired_combined_cycle_72,natural_gas_fired_combined_cycle_73,natural_gas_fired_combustion_turbine_74,natural_gas_fired_combustion_turbine_75,natural_gas_fired_combustion_turbine_76,natural_gas_fired_combustion_turbine_77,natural_gas_fired_combustion_turbine_78,nuclear_79,onshore_wind_turbine_80,small_hydroelectric_81,solar_photovoltaic_82,biomass_83,conventional_hydroelectric_84,conventional_steam_coal_85,geothermal_86,hydroelectric_pumped_storage_87,natural_gas_fired_combined_cycle_88,natural_gas_fired_combined_cycle_89,natural_gas_fired_combustion_turbine_90,natural_gas_fired_combustion_turbine_91,natural_gas_fired_combustion_turbine_92,nuclear_93,onshore_wind_turbine_94,small_hydroelectric_95,solar_photovoltaic_96,biomass_97,geothermal_98,hydroelectric_pumped_storage_99,natural_gas_fired_combined_cycle_100,natural_gas_fired_combined_cycle_101,natural_gas_fired_combustion_turbine_102,natural_gas_fired_combustion_turbine_103,natural_gas_fired_combustion_turbine_104,onshore_wind_turbine_105,small_hydroelectric_106,solar_photovoltaic_107,biomass_108,conventional_hydroelectric_109,conventional_steam_coal_110,geothermal_111,hydroelectric_pumped_storage_112,natural_gas_fired_combined_cycle_113,natural_gas_fired_combined_cycle_114,natural_gas_fired_combined_cycle_115,natural_gas_fired_combined_cycle_116,natural_gas_fired_combustion_turbine_117,natural_gas_fired_combustion_turbine_118,natural_gas_fired_combustion_turbine_119,natural_gas_fired_combustion_turbine_120,natural_gas_fired_combustion_turbine_121,natural_gas_steam_turbine_122,natural_gas_steam_turbine_123,onshore_wind_turbine_124,small_hydroelectric_125,solar_photovoltaic_126,biomass_127,conventional_hydroelectric_128,conventional_steam_coal_129,geothermal_130,natural_gas_fired_combined_cycle_131,natural_gas_fired_combined_cycle_132,natural_gas_fired_combustion_turbine_133,natural_gas_fired_combustion_turbine_134,natural_gas_fired_combustion_turbine_135,onshore_wind_turbine_136,small_hydroelectric_137,solar_photovoltaic_138,conventional_hydroelectric_139,conventional_steam_coal_140,natural_gas_fired_combined_cycle_141,natural_gas_fired_combustion_turbine_142,natural_gas_fired_combustion_turbine_143,onshore_wind_turbine_144,small_hydroelectric_145
29,1,0.2651,1,1,1,1,1,1,1,0.3068,0.2651,0,1,0.2108,1,1,1,1,1,1,1,1,0.0096,0.2108,0,1,0.3603,1,1,1,0.6098,0.3603,0,1,0.3796,1,1,0.261,0.3796,1,1,1,1,1,1,1,1,1,1,0.0762,0.2532,0,1,0.4905,1,1,1,1,1,1,1,1,0.099058273,0.4905,0,1,0.209101764,1,1,1,1,1,1,1,1,1,1,1,1,0.0031,0.209101764,0,1,0.4584,1,1,1,1,1,1,1,1,1,0.1628,0.4584,0,1,1,1,1,1,1,1,1,0.272324928,0.283491301,0,1,0.095726503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536673303,0.095726503,0,1,0.2838,1,1,1,1,1,1,1,0.1234,0.2838,0,0.1163,1,1,1,1,0.3459,0.1163
30,1,0.2654,1,1,1,1,1,1,1,0.3287,0.2654,0,1,0.2109,1,1,1,1,1,1,1,1,0.0172,0.2109,0,1,0.3605,1,1,1,0.5041,0.3605,0,1,0.3791,1,1,0.3066,0.3791,1,1,1,1,1,1,1,1,1,1,0.0596,0.2532,0,1,0.4906,1,1,1,1,1,1,1,1,0.148461511,0.4906,0,1,0.208765702,1,1,1,1,1,1,1,1,1,1,1,1,0.0028,0.208765702,0,1,0.4581,1,1,1,1,1,1,1,1,1,0.1506,0.4581,0,1,1,1,1,1,1,1,1,0.299897847,0.283191301,0,1,0.095682994,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.393055761,0.095682994,0,1,0.2838,1,1,1,1,1,1,1,0.1718,0.2838,0,0.1163,1,1,1,1,0.3661,0.1163
31,1,0.2656,1,1,1,1,1,1,1,0.3577,0.2656,0,1,0.211,1,1,1,1,1,1,1,1,0.0901,0.211,0,1,0.3606,1,1,1,0.4989,0.3606,0,1,0.3786,1,1,0.253,0.3786,1,1,1,1,1,1,1,1,1,1,0.0538,0.2531,0,1,0.4908,1,1,1,1,1,1,1,1,0.201540288,0.4908,0,1,0.208522427,1,1,1,1,1,1,1,1,1,1,1,1,0.0259,0.208522427,0,1,0.4578,1,1,1,1,1,1,1,1,1,0.1481,0.4578,0,1,1,1,1,1,1,1,1,0.270667039,0.282891301,0,1,0.095639484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.449213302,0.095639484,0,1,0.2837,1,1,1,1,1,1,1,0.1346,0.2837,0,0.1163,1,1,1,1,0.3488,0.1163
32,1,0.2658,1,1,1,1,1,1,1,0.3595,0.2658,0,1,0.2112,1,1,1,1,1,1,1,1,0.0964,0.2112,0,1,0.3608,1,1,1,0.5152,0.3608,0,1,0.3781,1,1,0.2936,0.3781,1,1,1,1,1,1,1,1,1,1,0.0322,0.2531,0,1,0.4909,1,1,1,1,1,1,1,1,0.157457914,0.4909,0,1,0.208279153,1,1,1,1,1,1,1,1,1,1,1,1,0.014,0.208279153,0,1,0.4576,1,1,1,1,1,1,1,1,1,0.1253,0.4576,0,1,1,1,1,1,1,1,1,0.207658634,0.282591301,0,1,0.095595975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.450062381,0.095595975,0,1,0.2837,1,1,1,1,1,1,1,0.0879,0.2837,0,0.1163,1,1,1,1,0.2979,0.1163
33,1,0.266,1,1,1,1,1,1,1,0.3096,0.266,0,1,0.2113,1,1,1,1,1,1,1,1,0.1031,0.2113,0,1,0.361,1,1,1,0.5205,0.361,0,1,0.3776,1,1,0.3582,0.3776,1,1,1,1,1,1,1,1,1,1,0.0373,0.2531,0,1,0.491,1,1,1,1,1,1,1,1,0.242191007,0.491,0,1,0.208035878,1,1,1,1,1,1,1,1,1,1,1,1,0.0089,0.208035878,0,1,0.4573,1,1,1,1,1,1,1,1,1,0.1294,0.4573,0,1,1,1,1,1,1,1,1,0.286593872,0.282291301,0,1,0.095495975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.463715167,0.095495975,0,1,0.2837,1,1,1,1,1,1,1,0.0726,0.2837,0,0.1163,1,1,1,1,0.2649,0.1163
34,1,0.2662,1,1,1,1,1,1,1,0.3228,0.2662,0,1,0.2114,1,1,1,1,1,1,1,1,0.065,0.2114,0,1,0.3612,1,1,1,0.5113,0.3612,0,1,0.3771,1,1,0.2858,0.3771,1,1,1,1,1,1,1,1,1,1,0.0361,0.253,0,1,0.4912,1,1,1,1,1,1,1,1,0.169430576,0.4912,0,1,0.207792603,1,1,1,1,1,1,1,1,1,1,1,1,0.0163,0.207792603,0,1,0.457,1,1,1,1,1,1,1,1,1,0.0779,0.457,0,1,1,1,1,1,1,1,1,0.239102526,0.281952051,0,1,0.095452465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.496188365,0.095452465,0,1,0.2836,1,1,1,1,1,1,1,0.0737,0.2836,0,0.1163,1,1,1,1,0.2544,0.1163
35,1,0.2664,1,1,1,1,1,1,1,0.318,0.2664,0,1,0.2116,1,1,1,1,1,1,1,1,0.0657,0.2116,0,1,0.3613,1,1,1,0.4818,0.3613,0,1,0.3767,1,1,0.4365,0.3767,1,1,1,1,1,1,1,1,1,1,0.0329,0.253,0,1,0.4913,1,1,1,1,1,1,1,1,0.109999281,0.4913,0,1,0.207549329,1,1,1,1,1,1,1,1,1,1,1,1,0.0143,0.207549329,0,1,0.4568,1,1,1,1,1,1,1,1,1,0.0307,0.4568,0,1,1,1,1,1,1,1,1,0.134555652,0.281652051,0,1,0.095408956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40936654,0.095408956,0,1,0.2836,1,1,1,1,1,1,1,0.074,0.2836,0,0.1163,1,1,1,1,0.3,0.1163
36,1,0.2666,1,1,1,1,1,1,1,0.3368,0.2666,0,1,0.2117,1,1,1,1,1,1,1,1,0.1212,0.2117,0,1,0.3615,1,1,1,0.436,0.3615,0,1,0.3762,1,1,0.51,0.3762,1,1,1,1,1,1,1,1,1,1,0.0386,0.2529,0,1,0.4915,1,1,1,1,1,1,1,1,0.087872662,0.4915,0,1,0.207306054,1,1,1,1,1,1,1,1,1,1,1,1,0.0135,0.207306054,0,1,0.4565,1,1,1,1,1,1,1,1,1,0.0269,0.4565,0,1,1,1,1,1,1,1,1,0.121108778,0.281352051,0,1,0.095365446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.465696828,0.095365446,0,1,0.2835,1,1,1,1,1,1,1,0.0836,0.2835,0,0.1163,1,1,1,1,0.3717,0.1163
37,1,0.2668,1,1,1,1,1,1,1,0.4385,0.2668,0,1,0.2119,1,1,1,1,1,1,1,1,0.1107,0.2119,0,1,0.3617,1,1,1,0.4357,0.3617,0,1,0.3757,1,1,0.5134,0.3757,1,1,1,1,1,1,1,1,1,1,0.0312,0.2529,0,1,0.4916,1,1,1,1,1,1,1,1,0.431703957,0.4916,0,1,0.20706278,1,1,1,1,1,1,1,1,1,1,1,1,0.0032,0.20706278,0,1,0.4562,1,1,1,1,1,1,1,1,1,0.0356,0.4562,0,1,1,1,1,1,1,1,1,0.111247702,0.281052051,0,1,0.095265446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.609982383,0.095265446,0,1,0.2835,1,1,1,1,1,1,1,0.1575,0.2835,0,0.1163,1,1,1,1,0.4317,0.1163
38,1,0.267,1,1,1,1,1,1,1,0.4423,0.267,0,1,0.212,1,1,1,1,1,1,1,1,0.081,0.212,0,1,0.3618,1,1,1,0.4312,0.3618,0,1,0.3752,1,1,0.6637,0.3752,1,1,1,1,1,1,1,1,1,1,0.0236,0.2529,0.0218,1,0.4918,1,1,1,1,1,1,1,1,0.607265468,0.4918,0,1,0.206819505,1,1,1,1,1,1,1,1,1,1,1,1,0.0089,0.206819505,0,1,0.456,1,1,1,1,1,1,1,1,1,0.0509,0.456,0,1,1,1,1,1,1,1,1,0.094508903,0.280752051,0,1,0.095221937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.612156112,0.095221937,0,1,0.2835,1,1,1,1,1,1,1,0.2134,0.2835,0,0.1163,1,1,1,1,0.4574,0.1163
39,1,0.2672,1,1,1,1,1,1,1,0.2569,0.2672,0.1797,1,0.2121,1,1,1,1,1,1,1,1,0.0767,0.2121,0.2737,1,0.362,1,1,1,0.4504,0.362,0,1,0.3747,1,1,0.6485,0.3747,1,1,1,1,1,1,1,1,1,1,0.0132,0.2528,0.3333,1,0.4919,1,1,1,1,1,1,1,1,0.412467626,0.4919,0.041804328,1,0.206569018,1,1,1,1,1,1,1,1,1,1,1,1,0.0125,0.206569018,0,1,0.4557,1,1,1,1,1,1,1,1,1,0.047,0.4557,0,1,1,1,1,1,1,1,1,0.212561408,0.280412801,0.13288636,1,0.095178427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.484516192,0.095178427,0.000851609,1,0.2834,1,1,1,1,1,1,1,0.2184,0.2834,0.0686,0.1163,1,1,1,1,0.4271,0.1163
40,1,0.2674,1,1,1,1,1,1,1,0.1164,0.2674,0.4158,1,0.2123,1,1,1,1,1,1,1,1,0.1206,0.2123,0.4765,1,0.3622,1,1,1,0.4675,0.3622,0.1902,1,0.3742,1,1,0.4676,0.3742,1,1,1,1,1,1,1,1,1,1,0.0323,0.2528,0.5303,1,0.492,1,1,1,1,1,1,1,1,0.499538489,0.492,0.328974711,1,0.206325744,1,1,1,1,1,1,1,1,1,1,1,1,0.0099,0.206325744,0.0577,1,0.4554,1,1,1,1,1,1,1,1,1,0.0289,0.4554,0.0044,1,1,1,1,1,1,1,1,0.252988696,0.280112801,0.385180768,1,0.095134918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.398673426,0.095134918,0.317113245,1,0.2834,1,1,1,1,1,1,1,0.2514,0.2834,0.3674,0.1163,1,1,1,1,0.4023,0.1163
41,1,0.2676,1,1,1,1,1,1,1,0.0227,0.2676,0.5654,1,0.2124,1,1,1,1,1,1,1,1,0.1106,0.2124,0.5964,1,0.3623,1,1,1,0.4487,0.3623,0.3184,1,0.3737,1,1,0.4316,0.3737,1,1,1,1,1,1,1,1,1,1,0.011,0.2528,0.6525,1,0.4922,1,1,1,1,1,1,1,1,0.600920504,0.4922,0.51336436,1,0.205989682,1,1,1,1,1,1,1,1,1,1,1,1,0.0003,0.205989682,0.2777,1,0.4552,1,1,1,1,1,1,1,1,1,0.043,0.4552,0.1332,1,1,1,1,1,1,1,1,0.179136356,0.279812801,0.546933566,1,0.095034918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.254162625,0.095034918,0.509492396,1,0.2833,1,1,1,1,1,1,1,0.1768,0.2833,0.5331,0.1163,1,1,1,1,0.395,0.1163
42,1,0.2679,1,1,1,1,1,1,1,0.0438,0.2679,0.6609,1,0.2125,1,1,1,1,1,1,1,1,0.0668,0.2125,0.6767,1,0.3625,1,1,1,0.3679,0.3625,0.2639,1,0.3733,1,1,0.587,0.3733,1,1,1,1,1,1,1,1,1,1,0.0226,0.2527,0.7239,1,0.4923,1,1,1,1,1,1,1,1,0.348763309,0.4923,0.630618281,1,0.205746407,1,1,1,1,1,1,1,1,1,1,1,1,0.0002,0.205746407,0.3863,1,0.4549,1,1,1,1,1,1,1,1,1,0.0395,0.4549,0.4009,1,1,1,1,1,1,1,1,0.085553292,0.279512801,0.646174825,1,0.094991408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.211405801,0.094991408,0.610500371,1,0.2833,1,1,1,1,1,1,1,0.1048,0.2833,0.6333,0.1163,1,1,1,1,0.4189,0.1163
43,1,0.2681,1,1,1,1,1,1,1,0.0434,0.2681,0.7088,1,0.2127,1,1,1,1,1,1,1,1,0.0393,0.2127,0.6966,1,0.3627,1,1,1,0.3102,0.3627,0.3222,1,0.3728,1,1,0.5125,0.3728,1,1,1,1,1,1,1,1,1,1,0.0163,0.2527,0.7473,1,0.4925,1,1,1,1,1,1,1,1,0.386416547,0.4925,0.698673725,1,0.205503133,1,1,1,1,1,1,1,1,1,1,1,1,0,0.205503133,0.4152,1,0.4546,1,1,1,1,1,1,1,1,1,0.016,0.4546,0.4571,1,1,1,1,1,1,1,1,0.150764389,0.279212801,0.702937238,1,0.094947899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15128412,0.094947899,0.684048249,1,0.2833,1,1,1,1,1,1,1,0.0699,0.2833,0.6951,0.1163,1,1,1,1,0.4193,0.1163
44,1,0.2683,1,1,1,1,1,1,1,0.0307,0.2683,0.7085,1,0.2128,1,1,1,1,1,1,1,1,0.0349,0.2128,0.6844,1,0.3628,1,1,1,0.2696,0.3628,0.2246,1,0.3723,1,1,0.4327,0.3723,1,1,1,1,1,1,1,1,1,1,0.0277,0.2527,0.7367,1,0.4926,1,1,1,1,1,1,1,1,0.669357914,0.4926,0.705473206,1,0.205259858,1,1,1,1,1,1,1,1,1,1,1,1,0,0.205259858,0.4489,1,0.4544,1,1,1,1,1,1,1,1,1,0.016,0.4544,0.5127,1,1,1,1,1,1,1,1,0.144084472,0.278912801,0.710294581,1,0.094904389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.052724263,0.094904389,0.679154942,1,0.2832,1,1,1,1,1,1,1,0.0534,0.2832,0.6946,0.1163,1,1,1,1,0.3915,0.1163
45,1,0.2685,1,1,1,1,1,1,1,0.0336,0.2685,0.7043,1,0.213,1,1,1,1,1,1,1,1,0.0471,0.213,0.6224,1,0.363,1,1,1,0.287,0.363,0.1939,1,0.3718,1,1,0.3962,0.3718,1,1,1,1,1,1,1,1,1,1,0.0387,0.2526,0.6776,1,0.4928,1,1,1,1,1,1,1,1,0.520652158,0.4928,0.696741147,1,0.205016584,1,1,1,1,1,1,1,1,1,1,1,1,0,0.205016584,0.4463,1,0.4541,1,1,1,1,1,1,1,1,1,0.0245,0.4541,0.4262,1,1,1,1,1,1,1,1,0.183210062,0.27857355,0.711269057,1,0.094804389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.083392419,0.094804389,0.689945685,1,0.2832,1,1,1,1,1,1,1,0.0374,0.2832,0.6602,0.1163,1,1,1,1,0.4117,0.1163
46,1,0.2687,1,1,1,1,1,1,1,0.0373,0.2687,0.5914,1,0.2131,1,1,1,1,1,1,1,1,0.0496,0.2131,0.4961,1,0.3632,1,1,1,0.3214,0.3632,0.1883,1,0.3713,1,1,0.4963,0.3713,1,1,1,1,1,1,1,1,1,1,0.107,0.2526,0.5625,1,0.4929,1,1,1,1,1,1,1,1,0.496444245,0.4929,0.585820513,1,0.204773309,1,1,1,1,1,1,1,1,1,1,1,1,0,0.204773309,0.4045,1,0.4538,1,1,1,1,1,1,1,1,1,0.0508,0.4538,0.4304,1,1,1,1,1,1,1,1,0.116571925,0.27827355,0.60756154,1,0.09476088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068722255,0.09476088,0.625080946,1,0.2831,1,1,1,1,1,1,1,0.0889,0.2831,0.544,0.1163,1,1,1,1,0.4474,0.1163
47,1,0.2689,1,1,1,1,1,1,1,0.0247,0.2689,0.4467,1,0.2132,1,1,1,1,1,1,1,1,0.0765,0.2132,0.2961,1,0.3633,1,1,1,0.4042,0.3633,0.096,1,0.3708,1,1,0.6083,0.3708,1,1,1,1,1,1,1,1,1,1,0.0581,0.2525,0.3737,1,0.493,1,1,1,1,1,1,1,1,0.453397842,0.493,0.418100156,1,0.204530034,1,1,1,1,1,1,1,1,1,1,1,1,0,0.204530034,0.2602,1,0.4536,1,1,1,1,1,1,1,1,1,0.0418,0.4536,0.3717,1,1,1,1,1,1,1,1,0.104117267,0.27797355,0.473602274,1,0.09471737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01689541,0.09471737,0.502722387,1,0.2831,1,1,1,1,1,1,1,0.1392,0.2831,0.3577,0.1163,1,1,1,1,0.3786,0.1163
48,1,0.2691,1,1,1,1,1,1,1,0.0317,0.2691,0.2133,1,0.2134,1,1,1,1,1,1,1,1,0.1066,0.2134,0,1,0.3635,1,1,1,0.46,0.3635,0,1,0.3703,1,1,0.7208,0.3703,1,1,1,1,1,1,1,1,1,1,0.0485,0.2525,0.0279,1,0.4932,1,1,1,1,1,1,1,1,0.155258273,0.4932,0.190347741,1,0.20428676,1,1,1,1,1,1,1,1,1,1,1,1,0.0015,0.20428676,0.0684,1,0.4533,1,1,1,1,1,1,1,1,1,0.0858,0.4533,0.1434,1,1,1,1,1,1,1,1,0.181432629,0.27767355,0.258256646,1,0.094673861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008926967,0.094673861,0.280334606,1,0.283,1,1,1,1,1,1,1,0.1867,0.283,0.0804,0.1163,1,1,1,1,0.3541,0.1163
49,1,0.2693,1,1,1,1,1,1,1,0.0291,0.2693,0,1,0.2135,1,1,1,1,1,1,1,1,0.213,0.2135,0,1,0.3637,1,1,1,0.4794,0.3637,0,1,0.3699,1,1,0.8395,0.3699,1,1,1,1,1,1,1,1,1,1,0.1063,0.2525,0,1,0.4933,1,1,1,1,1,1,1,1,0.130263669,0.4933,0,1,0.204043485,1,1,1,1,1,1,1,1,1,1,1,1,0.0062,0.204043485,0,1,0.453,1,1,1,1,1,1,1,1,1,0.1307,0.453,0,1,1,1,1,1,1,1,1,0.120791677,0.27737355,0,1,0.094573861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034542294,0.094573861,0,1,0.283,1,1,1,1,1,1,1,0.2143,0.283,0,0.1163,1,1,1,1,0.4431,0.1163
50,1,0.2695,1,1,1,1,1,1,1,0.0529,0.2695,0,1,0.2137,1,1,1,1,1,1,1,1,0.2755,0.2137,0,1,0.3638,1,1,1,0.463,0.3638,0,1,0.3694,1,1,0.8316,0.3694,1,1,1,1,1,1,1,1,1,1,0.2033,0.2524,0,1,0.4935,1,1,1,1,1,1,1,1,0.287241727,0.4935,0,1,0.203800211,1,1,1,1,1,1,1,1,1,1,1,1,0.0439,0.203800211,0,1,0.4528,1,1,1,1,1,1,1,1,1,0.1684,0.4528,0,1,1,1,1,1,1,1,1,0.073348986,0.2770343,0,1,0.094530351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02498004,0.094530351,0,1,0.283,1,1,1,1,1,1,1,0.3262,0.283,0,0.1163,1,1,1,1,0.4814,0.1163
51,1,0.2697,1,1,1,1,1,1,1,0.0384,0.2697,0,1,0.2138,1,1,1,1,1,1,1,1,0.3089,0.2138,0,1,0.364,1,1,1,0.4039,0.364,0,1,0.3689,1,1,0.7707,0.3689,1,1,1,1,1,1,1,1,1,1,0.3362,0.2524,0,1,0.4936,1,1,1,1,1,1,1,1,0.10224964,0.4936,0,1,0.203456936,1,1,1,1,1,1,1,1,1,1,1,1,0.1321,0.203456936,0,1,0.4525,1,1,1,1,1,1,1,1,1,0.2719,0.4525,0,1,1,1,1,1,1,1,1,0.217909772,0.2767343,0,1,0.094486842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048181926,0.094486842,0,1,0.2829,1,1,1,1,1,1,1,0.3484,0.2829,0,0.1163,1,1,1,1,0.5334,0.1163
52,1,0.2699,1,1,1,1,1,1,1,0.0199,0.2699,0,1,0.2139,1,1,1,1,1,1,1,1,0.2415,0.2139,0,1,0.3642,1,1,1,0.3922,0.3642,0,1,0.3684,1,1,0.8241,0.3684,1,1,1,1,1,1,1,1,1,1,0.3827,0.2524,0,1,0.4938,1,1,1,1,1,1,1,1,0.010296763,0.4938,0,1,0.203213662,1,1,1,1,1,1,1,1,1,1,1,1,0.1151,0.203213662,0,1,0.4522,1,1,1,1,1,1,1,1,1,0.3055,0.4522,0,1,1,1,1,1,1,1,1,0.127297184,0.27637355,0,1,0.094443332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027922951,0.094443332,0,1,0.2829,1,1,1,1,1,1,1,0.3523,0.2829,0,0.1162,1,1,1,1,0.5761,0.1162
53,1,0.2702,1,1,1,1,1,1,1,0.0184,0.2702,0,1,0.2141,1,1,1,1,1,1,1,1,0.2494,0.2141,0,1,0.3644,1,1,1,0.6158,0.3644,0,1,0.3679,1,1,0.8169,0.3679,1,1,1,1,1,1,1,1,1,1,0.427,0.2523,0,1,0.4939,1,1,1,1,1,1,1,1,0.003848921,0.4939,0,1,0.202970387,1,1,1,1,1,1,1,1,1,1,1,1,0.0938,0.202970387,0,1,0.452,1,1,1,1,1,1,1,1,1,0.356,0.452,0,1,1,1,1,1,1,1,1,0.094608696,0.27607355,0,1,0.094343332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.046920799,0.094343332,0,1,0.2828,1,1,1,1,1,1,1,0.4202,0.2828,0,0.1162,1,1,1,1,0.6134,0.1162
54,1,0.2704,1,1,1,1,1,1,1,0.066,0.2704,0,1,0.2142,1,1,1,1,1,1,1,1,0.2209,0.2142,0,1,0.3645,1,1,1,0.5891,0.3645,0,1,0.3674,1,1,0.7562,0.3674,1,1,1,1,1,1,1,1,1,1,0.483,0.2523,0,1,0.4941,1,1,1,1,1,1,1,1,0.051934892,0.4941,0,1,0.202727113,1,1,1,1,1,1,1,1,1,1,1,1,0.1454,0.202727113,0,1,0.4517,1,1,1,1,1,1,1,1,1,0.3587,0.4517,0,1,1,1,1,1,1,1,1,0.08905913,0.27577355,0,1,0.094299823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.073655368,0.094299823,0,1,0.2828,1,1,1,1,1,1,1,0.4657,0.2828,0,0.1162,1,1,1,1,0.6553,0.1162
55,1,0.2706,1,1,1,1,1,1,1,0.0801,0.2706,0,1,0.2143,1,1,1,1,1,1,1,1,0.2382,0.2143,0,1,0.3647,1,1,1,0.59,0.3647,0,1,0.3669,1,1,0.7783,0.3669,1,1,1,1,1,1,1,1,1,1,0.4613,0.2523,0,1,0.4942,1,1,1,1,1,1,1,1,0.025670863,0.4942,0,1,0.202483838,1,1,1,1,1,1,1,1,1,1,1,1,0.0862,0.202483838,0,1,0.4514,1,1,1,1,1,1,1,1,1,0.5058,0.4514,0,1,1,1,1,1,1,1,1,0.042999006,0.2754343,0,1,0.094256313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.05993586,0.094256313,0,1,0.2828,1,1,1,1,1,1,1,0.4437,0.2828,0,0.1162,1,1,1,1,0.6907,0.1162
56,1,0.2708,1,1,1,1,1,1,1,0.0811,0.2708,0,1,0.2145,1,1,1,1,1,1,1,1,0.3261,0.2145,0,1,0.3649,1,1,1,0.5861,0.3649,0,1,0.3664,1,1,0.7513,0.3664,1,1,1,1,1,1,1,1,1,1,0.4172,0.2522,0,1,0.4943,1,1,1,1,1,1,1,1,0,0.4943,0,1,0.202240564,1,1,1,1,1,1,1,1,1,1,1,1,0.0871,0.202240564,0,1,0.4512,1,1,1,1,1,1,1,1,1,0.3125,0.4512,0,1,1,1,1,1,1,1,1,0.053011553,0.2751343,0,1,0.094212804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.044999262,0.094212804,0,1,0.2827,1,1,1,1,1,1,1,0.4212,0.2827,0,0.1162,1,1,1,1,0.7269,0.1162
57,1,0.271,1,1,1,1,1,1,1,0.0849,0.271,0,1,0.2146,1,1,1,1,1,1,1,1,0.4322,0.2146,0,1,0.365,1,1,1,0.5791,0.365,0,1,0.366,1,1,0.8247,0.366,1,1,1,1,1,1,1,1,1,1,0.4658,0.2522,0,1,0.4945,1,1,1,1,1,1,1,1,0,0.4945,0,1,0.201997289,1,1,1,1,1,1,1,1,1,1,1,1,0.1438,0.201997289,0,1,0.4509,1,1,1,1,1,1,1,1,1,0.3771,0.4509,0,1,1,1,1,1,1,1,1,0.054528364,0.2748343,0,1,0.094169294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021053626,0.094169294,0,1,0.2827,1,1,1,1,1,1,1,0.4266,0.2827,0,0.1162,1,1,1,1,0.775,0.1162
